case1,GOAL,N,0.000000,0
case1,START,N,0.000000,0
case1,high,search,15.147475,142
case1,high,wait,8.428439,142
case1,low,recharge,0.000000,0
case1,low,search,0.000000,0
case1,low,wait,0.000000,0
case2,GOAL,N,0.000000,0
case2,START,N,0.000000,0
case2,high,search,18.375882,97
case2,high,wait,10.431292,97
case2,low,recharge,6.174246,127
case2,low,search,4.483143,127
case2,low,wait,3.836235,127
case3,GOAL,N,0.000000,0
case3,START,N,0.000000,0
case3,high,search,18.166296,95
case3,high,wait,10.221296,95
case3,low,recharge,5.759967,164
case3,low,search,3.914426,164
case3,low,wait,2.401263,164
